sym,date,post,res,home,pwin,derby,abn_ret
BVB.DE,2021-12-04,2021-12-06,L,1,0.238,0,0.02166
BVB.DE,2021-12-11,2021-12-13,D,0,0.632,0,-0.0025
BVB.DE,2021-12-15,2021-12-16,W,1,0.86,0,0.0028
BVB.DE,2021-12-18,2021-12-20,L,0,0.602,0,-0.01361
BVB.DE,2022-01-08,2022-01-10,W,0,0.486,0,0.01546
BVB.DE,2022-01-14,2022-01-17,W,1,0.65,0,0.00073
BVB.DE,2022-01-22,2022-01-24,W,0,0.449,0,-0.06794
BVB.DE,2022-02-06,2022-02-07,L,1,0.487,0,0.00554
BVB.DE,2022-02-13,2022-02-14,W,0,0.514,0,0.00113
BVB.DE,2022-02-20,2022-02-21,W,1,0.593,0,-0.00133
BVB.DE,2022-02-27,2022-02-28,D,0,0.59,0,0.00415
BVB.DE,2022-03-13,2022-03-14,W,1,0.746,0,0.01837
BVB.DE,2022-03-16,2022-03-17,W,0,0.513,0,0.00312
BVB.DE,2022-03-20,2022-03-21,D,0,0.475,0,-0.00521
BVB.DE,2022-04-02,2022-04-04,L,1,0.378,0,-0.00631
BVB.DE,2022-04-08,2022-04-11,W,0,0.526,0,0.01014
BVB.DE,2022-04-16,2022-04-19,W,1,0.617,0,-0.00354
BVB.DE,2022-04-23,2022-04-25,L,0,0.136,0,0.0081
BVB.DE,2022-04-30,2022-05-02,L,1,0.694,0,0.02173
BVB.DE,2022-05-07,2022-05-09,W,0,0.735,0,-0.04121
BVB.DE,2022-05-14,2022-05-16,W,1,0.631,0,-0.01189
BVB.DE,2022-08-06,2022-08-08,W,1,0.476,0,0.01398
BVB.DE,2022-08-12,2022-08-15,W,0,0.431,0,0.01684
BVB.DE,2022-08-20,2022-08-22,L,1,0.694,0,-0.11844
BVB.DE,2022-08-27,2022-08-29,W,0,0.571,0,-0.0074
BVB.DE,2022-09-02,2022-09-05,W,1,0.589,0,0.00085
BVB.DE,2022-09-10,2022-09-12,L,0,0.345,0,-0.02483
BVB.DE,2022-09-17,2022-09-19,W,1,0.693,0,0.00055
BVB.DE,2022-10-01,2022-10-03,L,0,0.46,0,-0.02223
BVB.DE,2022-10-08,2022-10-10,D,1,0.22,0,0.0354
BVB.DE,2022-10-16,2022-10-17,L,0,0.401,0,-0.04936
BVB.DE,2022-10-22,2022-10-24,W,1,0.625,0,0.00281
BVB.DE,2022-10-29,2022-10-31,W,0,0.398,0,-0.00471
BVB.DE,2022-11-05,2022-11-07,W,1,0.778,0,0.00875
BVB.DE,2022-11-08,2022-11-09,L,0,0.431,0,-0.03038
BVB.DE,2022-11-11,2022-11-14,L,0,0.453,0,-0.01815
BVB.DE,2023-01-22,2023-01-23,W,1,0.725,0,-0.00161
BVB.DE,2023-01-25,2023-01-26,W,0,0.411,0,-0.0105
BVB.DE,2023-01-29,2023-01-30,W,0,0.362,0,0.00803
BVB.DE,2023-02-04,2023-02-06,W,1,0.571,0,0.01031
BVB.DE,2023-02-11,2023-02-13,W,0,0.526,0,0.0137
BVB.DE,2023-02-19,2023-02-20,W,1,0.715,0,0.0261
BVB.DE,2023-02-25,2023-02-27,W,0,0.539,0,0.00733
BVB.DE,2023-03-03,2023-03-06,W,1,0.432,0,0.00925
BVB.DE,2023-03-11,2023-03-13,D,0,0.55,0,-0.00898
BVB.DE,2023-03-18,2023-03-20,W,1,0.654,0,0.01238
BVB.DE,2023-04-01,2023-04-03,L,0,0.158,0,-0.04716
BVB.DE,2023-04-08,2023-04-11,W,1,0.596,0,0.01483
BVB.DE,2023-04-15,2023-04-17,D,0,0.483,0,0.00017
BVB.DE,2023-04-22,2023-04-24,W,1,0.588,0,0.0589
BVB.DE,2023-04-28,2023-05-02,D,0,0.66,0,-0.03845
BVB.DE,2023-05-07,2023-05-08,W,1,0.656,0,0.03631
BVB.DE,2023-05-13,2023-05-15,W,1,0.759,0,-0.01383
BVB.DE,2023-05-21,2023-05-22,W,0,0.694,0,0.1635
BVB.DE,2023-05-27,2023-05-29,D,1,0.826,0,-0.26846
BVB.DE,2023-08-19,2023-08-21,W,1,0.676,0,-0.01331
BVB.DE,2023-08-26,2023-08-28,D,0,0.676,0,-0.02514
BVB.DE,2023-09-01,2023-09-04,D,1,0.763,0,-0.05863
BVB.DE,2023-09-16,2023-09-18,W,0,0.448,0,0.00782
BVB.DE,2023-09-23,2023-09-25,W,1,0.568,0,0.00229
BVB.DE,2023-09-29,2023-10-02,W,0,0.46,0,0.01958
BVB.DE,2023-10-07,2023-10-09,W,1,0.602,0,-0.00395
BVB.DE,2023-10-20,2023-10-23,W,1,0.735,0,0.01036
BVB.DE,2023-10-29,2023-10-30,D,0,0.442,0,-0.01547
BVB.DE,2023-11-04,2023-11-06,L,1,0.238,0,-0.01646
BVB.DE,2023-11-11,2023-11-13,L,0,0.373,0,-0.0428
BVB.DE,2023-11-25,2023-11-27,W,1,0.649,0,0.01299
BVB.DE,2023-12-03,2023-12-04,D,0,0.2,0,-0.01829
BVB.DE,2023-12-09,2023-12-11,L,1,0.365,0,-0.00774
BVB.DE,2023-12-16,2023-12-18,D,0,0.5,0,-0.00345
BVB.DE,2023-12-19,2023-12-20,D,1,0.617,0,-0.00706
BVB.DE,2024-01-13,2024-01-15,W,0,0.613,0,0.01499
BVB.DE,2024-01-20,2024-01-22,W,0,0.55,0,0.01837
BVB.DE,2024-01-28,2024-01-29,W,1,0.7,0,0.01203
BVB.DE,2024-02-02,2024-02-05,D,0,0.532,0,-0.01995
BVB.DE,2024-02-09,2024-02-12,W,1,0.654,0,0.01541
BVB.DE,2024-02-17,2024-02-19,D,0,0.453,0,-0.01462
BVB.DE,2024-02-25,2024-02-26,L,1,0.636,0,-0.0687
BVB.DE,2024-03-02,2024-03-04,W,0,0.46,0,-0.00305
BVB.DE,2024-03-09,2024-03-11,W,0,0.511,0,0.01197
BVB.DE,2024-03-17,2024-03-18,W,1,0.585,0,0.00647
BVB.DE,2024-03-30,2024-04-02,W,0,0.158,0,0.03825
BVB.DE,2024-04-06,2024-04-08,L,1,0.423,0,-0.0077
BVB.DE,2024-04-13,2024-04-15,W,0,0.473,0,0.00867
BVB.DE,2024-04-21,2024-04-22,D,1,0.374,0,-0.02268
BVB.DE,2024-04-27,2024-04-29,L,0,0.211,0,-0.00182
BVB.DE,2024-05-04,2024-05-06,W,1,0.515,0,0.01746
BVB.DE,2024-05-11,2024-05-13,L,0,0.306,0,-0.02843
BVB.DE,2024-05-18,2024-05-20,W,1,0.815,0,0.0031
BVB.DE,2024-08-24,2024-08-26,W,1,0.558,0,0.0292
BVB.DE,2024-08-31,2024-09-02,D,0,0.529,0,-0.02925
BVB.DE,2024-09-13,2024-09-16,W,1,0.68,0,0.03
BVB.DE,2024-09-22,2024-09-23,L,0,0.33,0,-0.03882
BVB.DE,2024-09-27,2024-09-30,W,1,0.759,0,0.0045
BVB.DE,2024-10-05,2024-10-07,L,0,0.441,0,-0.01925
BVB.DE,2024-10-18,2024-10-21,W,1,0.722,0,0.01032
BVB.DE,2024-10-26,2024-10-28,L,0,0.499,0,-0.01326
BVB.DE,2024-11-02,2024-11-04,W,1,0.432,0,0.01473
BVB.DE,2024-11-09,2024-11-11,L,0,0.47,0,-0.0343
BVB.DE,2024-11-23,2024-11-25,W,1,0.565,0,0.0085
BVB.DE,2024-11-30,2024-12-02,D,1,0.2,0,-0.01633
BVB.DE,2024-12-07,2024-12-09,D,0,0.451,0,-0.00256
BVB.DE,2024-12-15,2024-12-16,D,1,0.654,0,-0.01011
BVB.DE,2024-12-22,2024-12-23,W,0,0.431,0,0.0179
BVB.DE,2025-01-10,2025-01-13,L,1,0.351,0,-0.00934
BVB.DE,2025-01-14,2025-01-15,L,0,0.61,0,-0.0705
BVB.DE,2025-01-17,2025-01-20,L,0,0.362,0,0.01048
BVB.DE,2025-01-25,2025-01-27,D,1,0.583,0,0.00735
BVB.DE,2025-02-01,2025-02-03,W,0,0.54,0,0.01942
BVB.DE,2025-02-08,2025-02-10,L,1,0.51,0,-0.02442
BVB.DE,2025-02-15,2025-02-17,L,0,0.567,0,-0.03537
BVB.DE,2025-02-22,2025-02-24,W,1,0.618,0,0.00568
BVB.DE,2025-03-01,2025-03-03,W,0,0.519,0,-0.00673
BVB.DE,2025-03-08,2025-03-10,L,1,0.617,0,-0.0466
BVB.DE,2025-03-15,2025-03-17,L,0,0.332,0,-0.01247
BVB.DE,2025-03-30,2025-03-31,W,1,0.575,0,0.00482
BVB.DE,2025-04-05,2025-04-07,W,0,0.428,0,0.01887
BVB.DE,2025-04-12,2025-04-14,D,0,0.158,0,-0.00222
BVB.DE,2025-04-20,2025-04-22,W,1,0.672,0,0.02239
BVB.DE,2025-04-26,2025-04-28,W,0,0.549,0,0.01848
BVB.DE,2025-05-03,2025-05-05,W,1,0.71,0,-0.01159
BVB.DE,2025-05-11,2025-05-12,W,0,0.404,0,0.08474
BVB.DE,2025-05-17,2025-05-19,W,1,0.871,0,-0.04815
BVB.DE,2025-08-23,2025-08-25,D,0,0.544,0,-0.00095
BVB.DE,2025-08-31,2025-09-01,W,1,0.675,0,-0.01691
BVB.DE,2025-09-13,2025-09-15,W,0,0.615,0,-0.00501
BVB.DE,2025-09-21,2025-09-22,W,1,0.636,0,-0.00714
BVB.DE,2025-09-27,2025-09-29,W,0,0.45,0,0.00186
BVB.DE,2025-10-04,2025-10-06,D,1,0.561,0,-0.02033
BVB.DE,2025-10-18,2025-10-20,L,0,0.125,0,-0.0045
BVB.DE,2025-10-25,2025-10-27,W,1,0.669,0,-0.01278
BVB.DE,2025-10-31,2025-11-03,W,0,0.601,0,-0.0117
BVB.DE,2025-11-08,2025-11-10,D,0,0.556,0,-0.00472
BVB.DE,2025-11-22,2025-11-24,D,1,0.543,0,0.01143
BVB.DE,2025-11-29,2025-12-01,W,0,0.362,0,0.00178
BVB.DE,2025-12-07,2025-12-08,W,1,0.588,0,-0.00739
BVB.DE,2025-12-14,2025-12-15,D,0,0.439,0,0.01326
BVB.DE,2025-12-19,2025-12-22,W,1,0.615,0,0.0038
BVB.DE,2026-01-09,2026-01-12,D,0,0.487,0,-0.01078
BVB.DE,2026-01-13,2026-01-14,W,1,0.676,0,0.00873
BVB.DE,2026-01-17,2026-01-19,W,1,0.721,0,-0.00802
BVB.DE,2026-01-24,2026-01-26,W,0,0.464,0,-0.00484
BVB.DE,2026-02-01,2026-02-02,W,1,0.776,0,-0.00205
BVB.DE,2026-02-07,2026-02-09,W,0,0.548,0,-0.00297
BVB.DE,2026-02-13,2026-02-16,W,1,0.618,0,-0.00087
BVB.DE,2026-02-21,2026-02-23,D,0,0.307,0,-0.00113
BVB.DE,2026-02-28,2026-03-02,L,1,0.21,0,0.01185
BVB.DE,2026-03-07,2026-03-09,W,0,0.536,0,-0.00699
BVB.DE,2026-03-14,2026-03-16,W,1,0.666,0,-0.00772
BVB.DE,2026-03-21,2026-03-23,W,1,0.676,0,-0.00444
BVB.DE,2026-04-04,2026-04-07,W,0,0.341,0,0.01122
BVB.DE,2026-04-11,2026-04-13,L,1,0.487,0,-0.00241
BVB.DE,2026-04-18,2026-04-20,L,0,0.381,0,-0.00805
BVB.DE,2026-04-26,2026-04-27,W,1,0.694,0,0.01923
BVB.DE,2026-05-03,2026-05-04,L,0,0.497,0,-0.02998
BVB.DE,2026-05-08,2026-05-11,W,1,0.569,0,-0.01612
BVB.DE,2026-05-16,2026-05-18,W,0,0.489,0,-0.00139
CCP.L,2021-08-21,2021-08-23,W,1,0.737,0,-0.00071
CCP.L,2021-08-29,2021-08-31,L,0,0.38,0,-0.03265
CCP.L,2021-09-11,2021-09-13,W,1,0.817,0,-0.00082
CCP.L,2021-09-19,2021-09-20,L,0,0.649,0,-0.02241
CCP.L,2021-09-26,2021-09-27,D,1,0.812,0,-0.03701
CCP.L,2021-10-03,2021-10-04,W,0,0.615,0,-0.00047
CCP.L,2021-10-16,2021-10-18,W,0,0.634,0,-0.00038
CCP.L,2021-10-23,2021-10-25,W,1,0.767,0,-0.00069
CCP.L,2021-10-27,2021-10-28,W,0,0.59,0,-0.00055
CCP.L,2021-10-30,2021-11-01,D,1,0.791,0,-0.00089
CCP.L,2021-11-07,2021-11-08,W,0,0.741,0,0.02576
CCP.L,2021-11-28,2021-11-29,W,1,0.74,0,-0.026
CCP.L,2021-12-02,2021-12-03,W,1,0.696,0,-0.00053
CCP.L,2021-12-05,2021-12-06,W,0,0.711,0,-0.00127
CCP.L,2021-12-12,2021-12-13,W,1,0.815,0,-0.0002
CCP.L,2021-12-15,2021-12-16,W,0,0.714,0,-0.00114
CCP.L,2021-12-22,2021-12-23,D,0,0.797,0,0.02423
CCP.L,2021-12-26,2021-12-29,W,0,0.759,0,-0.00087
CCP.L,2022-01-17,2022-01-18,W,1,0.708,0,-0.00029
CCP.L,2022-01-26,2022-01-27,W,0,0.559,0,-0.00108
CCP.L,2022-01-29,2022-01-31,W,1,0.833,0,-0.01556
CCP.L,2022-02-02,2022-02-03,W,1,0.443,0,0.0047
CCP.L,2022-02-06,2022-02-07,W,0,0.72,0,-0.00092
CCP.L,2022-02-09,2022-02-10,W,0,0.618,0,0.00901
CCP.L,2022-02-20,2022-02-21,W,1,0.845,0,-0.0004
CCP.L,2022-02-27,2022-02-28,D,0,0.646,0,-0.00039
CCP.L,2022-03-02,2022-03-03,W,1,0.845,0,0.00059
CCP.L,2022-03-06,2022-03-07,W,0,0.696,0,-0.00039
CCP.L,2022-03-19,2022-03-21,W,1,0.832,0,-0.0008
CCP.L,2022-04-03,2022-04-04,W,0,0.338,0,0.08516
CCP.L,2022-04-09,2022-04-11,W,1,0.832,0,0.05123
CCP.L,2022-04-24,2022-04-25,W,0,0.756,0,0.00027
CCP.L,2022-05-01,2022-05-03,D,1,0.512,0,0.01751
CCP.L,2022-05-07,2022-05-09,W,1,0.741,0,0.00047
CCP.L,2022-05-11,2022-05-12,D,0,0.804,0,0.00013
CCP.L,2022-05-14,2022-05-16,W,1,0.818,0,-0.00086
CCP.L,2022-07-31,2022-08-01,W,1,0.756,0,-0.00051
CCP.L,2022-08-06,2022-08-08,W,0,0.776,0,-0.00083
CCP.L,2022-08-14,2022-08-15,W,0,0.797,0,-0.00062
CCP.L,2022-08-21,2022-08-22,W,1,0.791,0,-0.00047
CCP.L,2022-08-28,2022-08-30,W,0,0.818,0,-0.00017
CCP.L,2022-09-03,2022-09-05,W,1,0.511,0,-0.0097
CCP.L,2022-09-18,2022-09-20,L,0,0.818,0,-0.0003
CCP.L,2022-10-01,2022-10-03,W,1,0.85,0,-0.00067
CCP.L,2022-10-08,2022-10-10,W,0,0.791,0,-0.00037
CCP.L,2022-10-15,2022-10-17,W,1,0.767,0,-0.00098
CCP.L,2022-10-22,2022-10-24,W,0,0.728,0,-0.00086
CCP.L,2022-10-30,2022-10-31,W,0,0.756,0,-0.00087
CCP.L,2022-11-05,2022-11-07,W,1,0.864,0,-0.00036
CCP.L,2022-11-09,2022-11-10,W,0,0.747,0,-0.00106
CCP.L,2022-11-12,2022-11-14,W,1,0.87,0,-0.00099
CCP.L,2022-12-17,2022-12-19,W,0,0.676,0,-0.00075
CCP.L,2022-12-21,2022-12-22,W,1,0.859,0,-0.0004
CCP.L,2022-12-24,2022-12-28,W,1,0.848,0,-0.00072
CCP.L,2022-12-28,2022-12-29,W,0,0.676,0,-0.00067
CCP.L,2023-01-02,2023-01-03,D,0,0.441,0,-0.00119
CCP.L,2023-01-07,2023-01-09,W,1,0.88,0,-0.00072
CCP.L,2023-01-18,2023-01-19,W,1,0.85,0,-9e-05
CCP.L,2023-01-29,2023-01-30,W,0,0.771,0,-0.00069
CCP.L,2023-02-01,2023-02-02,W,1,0.859,0,-0.00092
CCP.L,2023-02-05,2023-02-06,W,0,0.799,0,-0.0002
CCP.L,2023-02-18,2023-02-20,W,1,0.816,0,-0.00063
CCP.L,2023-03-05,2023-03-06,W,0,0.771,0,-0.00047
CCP.L,2023-03-08,2023-03-09,W,1,0.808,0,-0.00029
CCP.L,2023-03-18,2023-03-20,W,1,0.794,0,-0.00099
CCP.L,2023-04-02,2023-04-03,W,0,0.813,0,-0.00082
CCP.L,2023-04-08,2023-04-11,W,1,0.561,0,-0.00083
CCP.L,2023-04-16,2023-04-17,W,0,0.799,0,-0.01801
CCP.L,2023-04-22,2023-04-24,D,1,0.869,0,0.01248
CCP.L,2023-05-07,2023-05-09,W,0,0.715,0,0.01912
CCP.L,2023-05-13,2023-05-15,L,0,0.406,0,-0.00071
CCP.L,2023-05-20,2023-05-22,D,1,0.848,0,-0.00066
CCP.L,2023-05-24,2023-05-25,L,0,0.662,0,-0.00024
CCP.L,2023-05-27,2023-05-30,W,1,0.783,0,5e-05
CCP.L,2023-08-05,2023-08-07,W,1,0.86,0,-0.00051
CCP.L,2023-08-13,2023-08-14,W,0,0.705,0,-0.00047
CCP.L,2023-08-26,2023-08-29,D,1,0.904,0,-0.00135
CCP.L,2023-09-03,2023-09-04,W,0,0.351,0,-0.0005
CCP.L,2023-09-16,2023-09-18,W,1,0.85,0,-0.00023
CCP.L,2023-09-23,2023-09-25,W,0,0.755,0,-0.00022
CCP.L,2023-09-30,2023-10-02,W,0,0.728,0,0.0
CCP.L,2023-10-07,2023-10-09,W,1,0.801,0,-0.00056
CCP.L,2023-10-22,2023-10-23,W,0,0.654,0,0.00821
CCP.L,2023-10-28,2023-10-30,D,0,0.653,0,0.00348
CCP.L,2023-11-01,2023-11-02,W,1,0.791,0,-0.00121
CCP.L,2023-11-04,2023-11-06,W,0,0.791,0,-0.00057
CCP.L,2023-11-12,2023-11-13,W,1,0.767,0,-0.00097
CCP.L,2023-11-25,2023-11-27,D,1,0.825,0,-0.00041
CCP.L,2023-12-03,2023-12-04,W,0,0.78,0,-0.00047
CCP.L,2023-12-06,2023-12-07,W,1,0.787,0,-0.00056
CCP.L,2023-12-10,2023-12-11,L,0,0.696,0,0.02076
CCP.L,2023-12-16,2023-12-18,L,1,0.759,0,-0.0008
CCP.L,2023-12-26,2023-12-27,W,0,0.74,0,-0.00073
CCP.L,2023-12-30,2024-01-02,W,1,0.437,0,-0.0005
CCP.L,2024-01-02,2024-01-03,W,0,0.767,0,0.02075
CCP.L,2024-01-27,2024-01-29,W,1,0.858,0,-0.00056
CCP.L,2024-02-03,2024-02-05,D,0,0.682,0,0.02861
CCP.L,2024-02-07,2024-02-08,W,0,0.698,0,-0.00038
CCP.L,2024-02-17,2024-02-19,D,1,0.778,0,-0.00067
CCP.L,2024-02-25,2024-02-26,W,0,0.716,0,0.01956
CCP.L,2024-02-28,2024-02-29,W,1,0.791,0,-0.0006
CCP.L,2024-03-03,2024-03-04,L,0,0.634,0,0.00357
CCP.L,2024-03-16,2024-03-18,W,1,0.859,0,-0.00055
CCP.L,2024-03-31,2024-04-02,W,0,0.784,0,-0.0121
CCP.L,2024-04-07,2024-04-08,D,0,0.306,0,-0.00076
CCP.L,2024-04-13,2024-04-15,W,1,0.791,0,-0.01971
CCP.L,2024-04-28,2024-04-29,W,0,0.741,0,-0.00061
CCP.L,2024-05-04,2024-05-07,W,1,0.776,0,-0.00112
CCP.L,2024-05-11,2024-05-13,W,1,0.511,0,0.03726
CCP.L,2024-05-15,2024-05-16,W,0,0.692,0,-0.00054
CCP.L,2024-05-18,2024-05-20,W,1,0.766,0,-0.00059
CCP.L,2024-08-04,2024-08-05,W,1,0.809,0,-0.02782
CCP.L,2024-08-11,2024-08-12,W,0,0.707,0,0.00179
CCP.L,2024-08-25,2024-08-27,W,0,0.732,0,-0.01057
CCP.L,2024-09-01,2024-09-02,W,1,0.585,0,-0.0005
CCP.L,2024-09-14,2024-09-16,W,1,0.804,0,-0.01489
CCP.L,2024-09-28,2024-09-30,W,0,0.794,0,-0.00012
CCP.L,2024-10-06,2024-10-07,W,0,0.809,0,-0.0007
CCP.L,2024-10-19,2024-10-21,D,1,0.764,0,-0.00036
CCP.L,2024-10-27,2024-10-28,W,0,0.749,0,-0.05884
CCP.L,2024-10-30,2024-10-31,W,1,0.856,0,-0.01697
CCP.L,2024-11-10,2024-11-11,W,0,0.714,0,0.04752
CCP.L,2024-11-23,2024-11-25,W,0,0.678,0,-0.00073
CCP.L,2024-11-30,2024-12-02,W,1,0.855,0,0.01444
CCP.L,2024-12-04,2024-12-05,W,0,0.68,0,-0.00065
CCP.L,2024-12-07,2024-12-09,W,1,0.809,0,0.00516
CCP.L,2024-12-22,2024-12-23,D,0,0.751,0,-0.00067
CCP.L,2024-12-26,2024-12-27,W,1,0.847,0,-0.00064
CCP.L,2024-12-29,2024-12-30,W,1,0.841,0,-0.00041
CCP.L,2025-01-02,2025-01-03,L,0,0.418,0,-0.00038
CCP.L,2025-01-05,2025-01-06,W,1,0.844,0,-0.01564
CCP.L,2025-01-08,2025-01-09,W,1,0.817,0,-0.00095
CCP.L,2025-01-11,2025-01-13,W,0,0.794,0,-0.00044
CCP.L,2025-01-14,2025-01-15,D,0,0.787,0,-0.00112
CCP.L,2025-02-02,2025-02-03,W,0,0.794,0,-0.0001
CCP.L,2025-02-05,2025-02-06,W,1,0.859,0,-0.00112
CCP.L,2025-02-15,2025-02-17,W,1,0.798,0,-0.00076
CCP.L,2025-02-22,2025-02-24,L,0,0.652,0,-0.00057
CCP.L,2025-02-25,2025-02-26,W,1,0.827,0,-0.02989
CCP.L,2025-03-01,2025-03-03,W,0,0.736,0,-0.01538
CCP.L,2025-03-16,2025-03-17,L,1,0.577,0,-0.00082
CCP.L,2025-03-29,2025-03-31,W,1,0.759,0,-0.00018
CCP.L,2025-04-06,2025-04-07,L,0,0.82,0,-0.02193
CCP.L,2025-04-12,2025-04-14,W,1,0.789,0,-0.00154
CCP.L,2025-04-26,2025-04-28,W,0,0.726,0,-0.00058
CCP.L,2025-05-04,2025-05-06,D,0,0.512,0,-0.00058
CCP.L,2025-05-10,2025-05-12,W,1,0.739,0,0.00611
CCP.L,2025-05-14,2025-05-15,W,0,0.6,0,-0.00083
CCP.L,2025-05-17,2025-05-19,D,1,0.754,0,-0.00065
CCP.L,2025-08-03,2025-08-04,W,1,0.801,0,-0.00087
CCP.L,2025-08-10,2025-08-11,W,0,0.654,0,-0.00074
CCP.L,2025-08-23,2025-08-26,W,1,0.82,0,-0.0003
CCP.L,2025-08-31,2025-09-01,D,0,0.49,0,-0.03377
CCP.L,2025-09-14,2025-09-15,W,0,0.756,0,-0.00054
CCP.L,2025-09-27,2025-09-29,D,1,0.734,0,-0.00065
CCP.L,2025-10-05,2025-10-06,W,1,0.792,0,-0.00052
CCP.L,2025-10-19,2025-10-20,L,0,0.768,0,-0.00081
CCP.L,2025-10-26,2025-10-27,L,0,0.455,0,-0.00061
CCP.L,2025-10-29,2025-10-30,W,1,0.814,0,-0.01429
CCP.L,2025-11-09,2025-11-10,W,1,0.808,0,-0.00106
CCP.L,2025-11-22,2025-11-24,W,0,0.664,0,0.04231
CCP.L,2025-11-30,2025-12-01,W,0,0.55,0,-0.00049
CCP.L,2025-12-03,2025-12-04,W,1,0.86,0,-0.00066
CCP.L,2025-12-07,2025-12-08,L,1,0.603,0,-0.00047
CCP.L,2025-12-17,2025-12-18,L,0,0.634,0,-0.00087
CCP.L,2025-12-21,2025-12-22,W,1,0.719,0,0.01557
CCP.L,2025-12-27,2025-12-29,W,0,0.693,0,0.01257
CCP.L,2025-12-30,2025-12-31,L,0,0.553,0,0.03056
CCP.L,2026-01-03,2026-01-05,L,1,0.502,0,-0.00082
CCP.L,2026-01-10,2026-01-12,W,1,0.748,0,-0.00065
CCP.L,2026-01-14,2026-01-15,W,0,0.642,0,-0.02092
CCP.L,2026-01-25,2026-01-26,D,0,0.423,0,-0.0006
CCP.L,2026-02-01,2026-02-02,W,1,0.73,0,-0.02609
CCP.L,2026-02-11,2026-02-12,W,1,0.843,0,-0.00027
CCP.L,2026-02-15,2026-02-16,W,0,0.676,0,-0.02633
CCP.L,2026-02-22,2026-02-23,L,1,0.651,0,-0.00056
CCP.L,2026-03-01,2026-03-02,D,0,0.3,0,-3e-05
CCP.L,2026-03-04,2026-03-05,W,0,0.648,0,8e-05
CCP.L,2026-03-14,2026-03-16,W,1,0.575,0,-0.00082
CCP.L,2026-03-22,2026-03-23,L,0,0.62,0,-0.00046
CCP.L,2026-04-05,2026-04-07,W,0,0.638,0,-0.00019
CCP.L,2026-04-11,2026-04-13,W,1,0.714,0,0.01003
CCP.L,2026-04-25,2026-04-27,W,1,0.657,0,-0.00032
CCP.L,2026-05-03,2026-05-05,W,0,0.542,0,6e-05
CCP.L,2026-05-10,2026-05-11,W,1,0.463,0,-0.00073
CCP.L,2026-05-13,2026-05-14,W,0,0.559,0,-0.00078
CCP.L,2026-05-16,2026-05-18,W,1,0.594,0,-0.00114
CCP.L,2026-08-03,2026-08-04,W,1,0.786,0,0.0322
CCP.L,2026-08-09,2026-08-10,W,0,0.68,0,0.02398
FCP.LS,2021-08-22,2021-08-23,D,0,0.687,0,-0.00266
FCP.LS,2021-08-28,2021-08-30,W,1,0.794,0,0.03654
FCP.LS,2021-09-11,2021-09-13,D,0,0.347,1,-0.00487
FCP.LS,2021-09-19,2021-09-20,W,1,0.775,0,0.00064
FCP.LS,2021-09-24,2021-09-27,W,0,0.668,0,-0.00275
FCP.LS,2021-10-02,2021-10-04,W,1,0.751,0,-0.00301
FCP.LS,2021-10-23,2021-10-25,W,0,0.691,0,0.09241
FCP.LS,2021-10-30,2021-11-01,W,1,0.786,0,0.19906
FCP.LS,2021-11-07,2021-11-08,W,0,0.673,0,-0.0995
FCP.LS,2021-11-28,2021-11-29,W,1,0.696,0,-0.09312
FCP.LS,2021-12-03,2021-12-06,W,0,0.686,0,-0.15613
FCP.LS,2021-12-12,2021-12-13,W,1,0.634,0,-0.11587
FCP.LS,2021-12-19,2021-12-20,W,0,0.707,0,-0.00037
FCP.LS,2021-12-30,2021-12-31,W,1,0.517,1,-0.01474
FCP.LS,2022-01-08,2022-01-10,W,0,0.855,0,0.2169
FCP.LS,2022-01-16,2022-01-17,W,0,0.794,0,-0.00192
FCP.LS,2022-01-23,2022-01-24,W,1,0.778,0,0.00246
FCP.LS,2022-01-30,2022-01-31,W,1,0.825,0,-0.01421
FCP.LS,2022-02-06,2022-02-07,W,0,0.726,0,-0.07339
FCP.LS,2022-02-11,2022-02-14,D,1,0.475,1,0.00043
FCP.LS,2022-02-20,2022-02-21,W,0,0.726,0,-0.0586
FCP.LS,2022-02-27,2022-02-28,D,1,0.749,0,-0.00398
FCP.LS,2022-03-06,2022-03-07,W,0,0.674,0,-0.00385
FCP.LS,2022-03-13,2022-03-14,W,1,0.847,0,0.04246
FCP.LS,2022-03-20,2022-03-21,W,0,0.668,0,-0.00209
FCP.LS,2022-04-04,2022-04-05,W,1,0.751,0,-0.01478
FCP.LS,2022-04-10,2022-04-11,W,0,0.631,0,-0.00213
FCP.LS,2022-04-16,2022-04-19,W,1,0.814,0,0.00402
FCP.LS,2022-04-25,2022-04-26,L,0,0.513,0,0.00016
FCP.LS,2022-04-30,2022-05-02,W,1,0.834,0,0.01034
FCP.LS,2022-05-07,2022-05-09,W,0,0.421,1,0.03946
FCP.LS,2022-05-14,2022-05-16,W,1,0.797,0,-0.00301
FCP.LS,2022-08-06,2022-08-08,W,1,0.78,0,0.06333
FCP.LS,2022-08-14,2022-08-15,W,0,0.729,0,-0.00268
FCP.LS,2022-08-20,2022-08-22,W,1,0.447,1,-0.00213
FCP.LS,2022-08-28,2022-08-29,L,0,0.732,0,-0.04482
FCP.LS,2022-09-03,2022-09-05,W,0,0.65,0,-0.05753
FCP.LS,2022-09-10,2022-09-12,W,1,0.818,0,-0.00454
FCP.LS,2022-09-17,2022-09-19,D,0,0.716,0,-0.06774
FCP.LS,2022-09-30,2022-10-03,W,1,0.527,0,-0.00488
